read_postfix_expr	2
read_label_addr	2
read_unary_addr	2
read_unary_deref	2
read_unary_minus	2
read_unary_bitnot	2
read_unary_lognot	2
read_compound_literal	2
read_relational_expr	2
read_rectype_tag	2
read_bitsize	2
read_rectype_fields_sub	2
kstatic_assert	2
fix_rectype_flexible_member	2
update_struct_offset	2
its	2
never	2
room	2
update_union_offset	2
read_rectype_fields	2
declarations	2
read_struct_def	2
read_union_def	2
read_enum_def	2
handled	2
constval	2
comp_init	2
read_struct_initializer_sub	2
read_struct_initializer	2
read_array_initializer_sub	2
finish	2
arraytype	2
declarator	2
hard	2
parse	2
half	2
parses	2
read_func_param	2
adjusted	2
read_declarator_params	2
required	2
comma	2
un	2
read_declarator_params_oldstyle	2
read_func_param_list	2
parameters	2
read_declarator_array	2
skip_type_qualifiers	2
kconst	2
kvolatile	2
grouping	2
which	2
pass	2
read_typeof	2
is_poweroftwo	2
power	2
read_alignas	2
errcheck	2
read_static_local_var	2
read_oldstyle_param_args	2
update_oldstyle_param_type	2
read_oldstyle_param_type	2
param_types	2
read_func_body	2
__function__	2
closing	2
parenthesis	2
backfill_labels	2
read_funcdef	2
read_if_stmt	2
read_opt_decl_or_stmt	2
cont	2
ocontinue	2
read_for_stmt	2
read_while_stmt	2
read_do_stmt	2
kwhile	2
make_switch_jump	2
check_case_duplicates	2
set_switch_context	2
ocases	2
odefaultcase	2
restore_switch_context	2
read_switch_stmt	2
read_case_label	2
read_default_label	2
read_break_stmt	2
read_continue_stmt	2
read_return_stmt	2
read_goto_stmt	2
computed	2
read_label	2
concatenate_string	2
shortest	2
getcwd	2
containers	2
because	2
change	2
items	2
test_buf	2
test_list	2
test_map	2
insert	2
test_map_stack	2
test_dict	2
test_set	2
test_path	2
test_file	2
min_size	2
eightcc_h	2
stdnoreturn	2
back	2
compound	2
_lp	2
__elf__	2
__lp	2
__stdc_hosted__	2
__stdc_no_atomics__	2
__stdc_no_complex__	2
__stdc_no_threads__	2
__stdc_no_vla__	2
__stdc_version__	2
__stdc__	2
__gnu_linux__	2
__linux	2
__linux__	2
__unix	2
__unix__	2
__alignof__	2
inline	2
restrict	2
__typeof__	2
__stdfloat_h	2
